ticket_id,description,creation_date
JIRA-0459,Mon mot de passe Active Directory a expiré et je n'arrive pas à le réinitialiser via le portail self-service.,2025-05-13 11:22:18
JIRA-0112,Impossible de partager mon écran lors des réunions. Option grisée dans Teams.,2025-05-14 11:22:18
JIRA-0215,Mon poste téléphonique ne fonctionne plus. Pas de tonalité et impossible de passer/recevoir des appels.,2025-05-14 11:22:18
JIRA-0280,Teams indique 'Hors ligne' en permanence alors que j'ai une connexion internet.,2025-05-14 11:22:18
JIRA-0314,Adobe Reader affiche 'Le fichier est endommagé' pour tous les PDFs reçus aujourd'hui.,2025-05-14 11:22:18
JIRA-0420,Les accents et caractères spéciaux s'affichent mal dans certaines applications.,2025-05-14 11:22:18
JIRA-0451,Message d'erreur 'DLL manquante' au lancement de l'outil de calcul des primes.,2025-05-14 11:22:18
JIRA-0065,L'imprimante Canon du service sinistres affiche un message d'erreur et ne répond plus.,2025-05-15 11:22:18
JIRA-0168,OneDrive indique 'Synchronisation en attente' depuis 48h. Les fichiers ne se synchronisent plus.,2025-05-15 11:22:18
JIRA-0323,Ma webcam n'est pas détectée par Teams. Impossible de participer aux réunions vidéo.,2025-05-15 11:22:18
JIRA-0485,Impossible d'envoyer des emails avec des pièces jointes supérieures à 5 Mo. Message d'erreur systématique.,2025-05-15 11:22:18
JIRA-0048,Changement de bureau. Besoin de transférer mon numéro de poste vers le bureau 3.12.,2025-05-16 11:22:18
JIRA-0256,L'application CRM se fige régulièrement et nécessite un redémarrage forcé.,2025-05-16 11:22:18
JIRA-0262,"Plusieurs touches du clavier (E, R, T) ne fonctionnent plus correctement. Besoin d'un remplacement.",2025-05-16 11:22:18
JIRA-0377,Impossible d'envoyer des emails avec des pièces jointes supérieures à 5 Mo. Message d'erreur systématique.,2025-05-16 11:22:18
JIRA-0083,"Plusieurs touches du clavier (E, R, T) ne fonctionnent plus correctement. Besoin d'un remplacement.",2025-05-17 11:22:18
JIRA-0235,Excel se ferme automatiquement toutes les heures avec un message d'erreur. Perte de données non sauvegardées.,2025-05-17 11:22:18
JIRA-0239,Besoin d'une licence Microsoft Office pour le nouveau stagiaire du service comptabilité.,2025-05-17 11:22:18
JIRA-0373,Mon écran Dell présente des scintillements constants. Cela devient difficile de travailler.,2025-05-17 11:22:18
JIRA-0142,Adobe Reader affiche 'Le fichier est endommagé' pour tous les PDFs reçus aujourd'hui.,2025-05-18 11:22:18
JIRA-0165,Le scanner du service courrier ne numérise plus les documents. Voyant rouge allumé.,2025-05-18 11:22:18
JIRA-0283,L'option recto-verso n'apparaît plus dans les paramètres d'impression.,2025-05-18 11:22:18
JIRA-0369,Ma signature électronique a expiré. Besoin de renouveler le certificat.,2025-05-18 11:22:18
JIRA-0488,L'application mobile de gestion des sinistres se ferme automatiquement au démarrage.,2025-05-18 11:22:18
JIRA-0499,Mon écran Dell présente des scintillements constants. Cela devient difficile de travailler.,2025-05-18 11:22:18
JIRA-0008,Changement de bureau. Besoin de transférer mon numéro de poste vers le bureau 3.12.,2025-05-19 11:22:18
JIRA-0068,Teams indique 'Hors ligne' en permanence alors que j'ai une connexion internet.,2025-05-19 11:22:18
JIRA-0166,Mon mot de passe Active Directory a expiré et je n'arrive pas à le réinitialiser via le portail self-service.,2025-05-19 11:22:18
JIRA-0483,OneDrive indique 'Synchronisation en attente' depuis 48h. Les fichiers ne se synchronisent plus.,2025-05-19 11:22:18
JIRA-0040,Mon écran Dell présente des scintillements constants. Cela devient difficile de travailler.,2025-05-20 11:22:18
JIRA-0225,Impossible d'accéder à l'intranet de l'entreprise. Page blanche lors du chargement.,2025-05-20 11:22:18
JIRA-0231,Adobe Reader affiche 'Le fichier est endommagé' pour tous les PDFs reçus aujourd'hui.,2025-05-20 11:22:18
JIRA-0389,Impossible d'accéder à l'intranet de l'entreprise. Page blanche lors du chargement.,2025-05-21 11:22:18
JIRA-0147,Le disque dur USB de sauvegarde n'est plus détecté par Windows.,2025-05-22 11:22:18
JIRA-0334,Besoin d'obtenir les droits administrateur sur l'application de tarification pour valider les devis.,2025-05-22 11:22:18
JIRA-0392,Message d'erreur 'DLL manquante' au lancement de l'outil de calcul des primes.,2025-05-22 11:22:18
JIRA-0439,Mon badge ne fonctionne plus pour accéder au bâtiment. Refusé à tous les lecteurs.,2025-05-22 11:22:18
JIRA-0461,Message 'Vous n'avez pas les autorisations nécessaires' lors de l'accès au dossier \\COMPTA\Factures.,2025-05-22 11:22:18
JIRA-0161,Le scanner du service courrier ne numérise plus les documents. Voyant rouge allumé.,2025-05-23 11:22:18
JIRA-0433,L'application de souscription est extrêmement lente depuis 2 jours. Les temps de chargement dépassent 30 secondes.,2025-05-23 11:22:18
JIRA-0127,Impossible d'envoyer des emails avec des pièces jointes supérieures à 5 Mo. Message d'erreur systématique.,2025-05-24 11:22:18
JIRA-0196,L'option recto-verso n'apparaît plus dans les paramètres d'impression.,2025-05-24 11:22:18
JIRA-0264,L'application CRM se fige régulièrement et nécessite un redémarrage forcé.,2025-05-24 11:22:18
JIRA-0460,Impossible de partager mon écran lors des réunions. Option grisée dans Teams.,2025-05-24 11:22:18
JIRA-0490,Collaborateur parti. Besoin de désactiver son compte et transférer ses données.,2025-05-24 11:22:18
JIRA-0015,Les accents et caractères spéciaux s'affichent mal dans certaines applications.,2025-05-25 11:22:18
JIRA-0423,Ma webcam n'est pas détectée par Teams. Impossible de participer aux réunions vidéo.,2025-05-25 11:22:18
JIRA-0465,Le disque dur USB de sauvegarde n'est plus détecté par Windows.,2025-05-25 11:22:18
JIRA-0241,Besoin d'une licence Microsoft Office pour le nouveau stagiaire du service comptabilité.,2025-05-26 11:22:18
JIRA-0261,Impossible d'accéder à l'intranet de l'entreprise. Page blanche lors du chargement.,2025-05-26 11:22:18
JIRA-0419,Besoin d'une licence Microsoft Office pour le nouveau stagiaire du service comptabilité.,2025-05-26 11:22:18
JIRA-0421,Mon poste téléphonique ne fonctionne plus. Pas de tonalité et impossible de passer/recevoir des appels.,2025-05-26 11:22:18
JIRA-0477,Message d'erreur 'Accès refusé' lors de la tentative de connexion à SINISTRA. Besoin d'un accès urgent.,2025-05-27 11:22:18
JIRA-0173,Mon badge ne fonctionne plus pour accéder au bâtiment. Refusé à tous les lecteurs.,2025-05-28 11:22:18
JIRA-0191,Le client VPN affiche une erreur 'Authentification échouée' alors que mes identifiants sont corrects.,2025-05-28 11:22:18
JIRA-0223,Mon écran Dell présente des scintillements constants. Cela devient difficile de travailler.,2025-05-28 11:22:18
JIRA-0230,Impossible de partager mon écran lors des réunions. Option grisée dans Teams.,2025-05-28 11:22:18
JIRA-0278,Collaborateur parti. Besoin de désactiver son compte et transférer ses données.,2025-05-28 11:22:18
JIRA-0326,Message d'erreur 'Accès refusé' lors de la tentative de connexion à SINISTRA. Besoin d'un accès urgent.,2025-05-28 11:22:18
JIRA-0010,Les accents et caractères spéciaux s'affichent mal dans certaines applications.,2025-05-29 11:22:18
JIRA-0144,Besoin d'installer Adobe Acrobat Pro pour la signature électronique des contrats.,2025-05-29 11:22:18
JIRA-0210,Impossible de partager mon écran lors des réunions. Option grisée dans Teams.,2025-05-29 11:22:18
JIRA-0249,Suspicion de compromission du compte email. Demande de réinitialisation immédiate.,2025-05-29 11:22:18
JIRA-0268,Besoin d'obtenir les droits administrateur sur l'application de tarification pour valider les devis.,2025-05-29 11:22:18
JIRA-0348,La souris Bluetooth se déconnecte régulièrement. Nécessite un redémarrage du PC.,2025-05-29 11:22:18
JIRA-0386,Impossible d'accéder à l'intranet de l'entreprise. Page blanche lors du chargement.,2025-05-29 11:22:18
JIRA-0003,Impossible de partager mon écran lors des réunions. Option grisée dans Teams.,2025-05-30 11:22:18
JIRA-0064,Mon mot de passe Active Directory a expiré et je n'arrive pas à le réinitialiser via le portail self-service.,2025-05-30 11:22:18
JIRA-0160,Message d'erreur 'DLL manquante' au lancement de l'outil de calcul des primes.,2025-05-30 11:22:18
JIRA-0190,"Plusieurs touches du clavier (E, R, T) ne fonctionnent plus correctement. Besoin d'un remplacement.",2025-05-30 11:22:18
JIRA-0379,Message 'Vous n'avez pas les autorisations nécessaires' lors de l'accès au dossier \\COMPTA\Factures.,2025-05-30 11:22:18
JIRA-0404,Adobe Reader affiche 'Le fichier est endommagé' pour tous les PDFs reçus aujourd'hui.,2025-05-30 11:22:18
JIRA-0081,Ma webcam n'est pas détectée par Teams. Impossible de participer aux réunions vidéo.,2025-05-31 11:22:18
JIRA-0312,Teams indique 'Hors ligne' en permanence alors que j'ai une connexion internet.,2025-05-31 11:22:18
JIRA-0035,Le lecteur Z: (serveur FILESERVER01) n'est plus accessible. Message 'Chemin réseau introuvable'.,2025-06-01 11:22:18
JIRA-0207,Les accents et caractères spéciaux s'affichent mal dans certaines applications.,2025-06-02 11:22:18
JIRA-0285,Message d'erreur 'DLL manquante' au lancement de l'outil de calcul des primes.,2025-06-02 11:22:18
JIRA-0337,Les participants n'entendent pas ma voix lors des appels Teams. Le micro semble ne pas fonctionner.,2025-06-02 11:22:18
JIRA-0378,L'application de souscription est extrêmement lente depuis 2 jours. Les temps de chargement dépassent 30 secondes.,2025-06-02 11:22:18
JIRA-0444,Message 'Vous n'avez pas les autorisations nécessaires' lors de l'accès au dossier \\COMPTA\Factures.,2025-06-02 11:22:18
JIRA-0148,Le scanner du service courrier ne numérise plus les documents. Voyant rouge allumé.,2025-06-03 11:22:18
JIRA-0195,L'option recto-verso n'apparaît plus dans les paramètres d'impression.,2025-06-03 11:22:18
JIRA-0328,OneDrive indique 'Synchronisation en attente' depuis 48h. Les fichiers ne se synchronisent plus.,2025-06-03 11:22:18
JIRA-0471,Ma signature électronique a expiré. Besoin de renouveler le certificat.,2025-06-03 11:22:18
JIRA-0440,Adobe Reader affiche 'Le fichier est endommagé' pour tous les PDFs reçus aujourd'hui.,2025-06-04 11:22:18
JIRA-0024,L'application de souscription est extrêmement lente depuis 2 jours. Les temps de chargement dépassent 30 secondes.,2025-06-05 11:22:18
JIRA-0042,L'application CRM se fige régulièrement et nécessite un redémarrage forcé.,2025-06-05 11:22:18
JIRA-0128,Teams indique 'Hors ligne' en permanence alors que j'ai une connexion internet.,2025-06-05 11:22:18
JIRA-0167,L'application CRM se fige régulièrement et nécessite un redémarrage forcé.,2025-06-05 11:22:18
JIRA-0435,Nouveau collaborateur arrivé ce matin. Besoin de créer son compte AD et ses accès aux applications métier.,2025-06-05 11:22:18
JIRA-0442,Mon PC met plus de 10 minutes à démarrer complètement. Performances dégradées.,2025-06-05 11:22:18
JIRA-0498,Impossible de sauvegarder mes documents sur le serveur. Message 'Espace disque insuffisant'.,2025-06-05 11:22:18
JIRA-0293,L'application de souscription est extrêmement lente depuis 2 jours. Les temps de chargement dépassent 30 secondes.,2025-06-06 11:22:18
JIRA-0071,Besoin d'une licence Microsoft Office pour le nouveau stagiaire du service comptabilité.,2025-06-08 11:22:18
JIRA-0079,Impossible de partager mon écran lors des réunions. Option grisée dans Teams.,2025-06-08 11:22:18
JIRA-0180,Impossible d'envoyer des emails avec des pièces jointes supérieures à 5 Mo. Message d'erreur systématique.,2025-06-08 11:22:18
JIRA-0296,Nouveau collaborateur arrivé ce matin. Besoin de créer son compte AD et ses accès aux applications métier.,2025-06-08 11:22:18
JIRA-0475,Mon mot de passe Active Directory a expiré et je n'arrive pas à le réinitialiser via le portail self-service.,2025-06-08 11:22:18
JIRA-0044,Impossible d'accéder à l'intranet de l'entreprise. Page blanche lors du chargement.,2025-06-09 11:22:18
JIRA-0394,Mon poste téléphonique ne fonctionne plus. Pas de tonalité et impossible de passer/recevoir des appels.,2025-06-09 11:22:18
JIRA-0424,Suspicion de compromission du compte email. Demande de réinitialisation immédiate.,2025-06-09 11:22:18
JIRA-0054,Ma signature électronique a expiré. Besoin de renouveler le certificat.,2025-06-10 11:22:18
JIRA-0172,L'imprimante Canon du service sinistres affiche un message d'erreur et ne répond plus.,2025-06-10 11:22:18
JIRA-0203,Impossible de se connecter au WiFi d'entreprise. Le réseau est visible mais l'authentification échoue.,2025-06-11 11:22:18
JIRA-0322,Impossible de partager mon écran lors des réunions. Option grisée dans Teams.,2025-06-11 11:22:18
JIRA-0149,Adobe Reader affiche 'Le fichier est endommagé' pour tous les PDFs reçus aujourd'hui.,2025-06-13 11:22:18
JIRA-0436,Le client VPN affiche une erreur 'Authentification échouée' alors que mes identifiants sont corrects.,2025-06-13 11:22:18
JIRA-0219,Besoin d'une licence Microsoft Office pour le nouveau stagiaire du service comptabilité.,2025-06-14 11:22:18
JIRA-0257,Le client VPN affiche une erreur 'Authentification échouée' alors que mes identifiants sont corrects.,2025-06-14 11:22:18
JIRA-0018,Impossible d'envoyer des emails avec des pièces jointes supérieures à 5 Mo. Message d'erreur systématique.,2025-06-16 11:22:18
JIRA-0028,Mon écran Dell présente des scintillements constants. Cela devient difficile de travailler.,2025-06-16 11:22:18
JIRA-0045,Impossible de se connecter au WiFi d'entreprise. Le réseau est visible mais l'authentification échoue.,2025-06-17 11:22:18
JIRA-0053,Changement de bureau. Besoin de transférer mon numéro de poste vers le bureau 3.12.,2025-06-17 11:22:18
JIRA-0143,Message d'erreur 'DLL manquante' au lancement de l'outil de calcul des primes.,2025-06-17 11:22:18
JIRA-0097,Impossible de partager mon écran lors des réunions. Option grisée dans Teams.,2025-06-18 11:22:18
JIRA-0199,Ma webcam n'est pas détectée par Teams. Impossible de participer aux réunions vidéo.,2025-06-18 11:22:18
JIRA-0238,Le client VPN affiche une erreur 'Authentification échouée' alors que mes identifiants sont corrects.,2025-06-18 11:22:18
JIRA-0277,Changement de bureau. Besoin de transférer mon numéro de poste vers le bureau 3.12.,2025-06-18 11:22:18
JIRA-0450,Collaborateur parti. Besoin de désactiver son compte et transférer ses données.,2025-06-18 11:22:18
JIRA-0224,Impossible de partager mon écran lors des réunions. Option grisée dans Teams.,2025-06-19 11:22:18
JIRA-0260,Impossible d'accéder à l'intranet de l'entreprise. Page blanche lors du chargement.,2025-06-19 11:22:18
JIRA-0315,Mon poste téléphonique ne fonctionne plus. Pas de tonalité et impossible de passer/recevoir des appels.,2025-06-19 11:22:18
JIRA-0347,L'application CRM se fige régulièrement et nécessite un redémarrage forcé.,2025-06-19 11:22:18
JIRA-0484,L'application CRM se fige régulièrement et nécessite un redémarrage forcé.,2025-06-19 11:22:18
JIRA-0039,Ma signature électronique a expiré. Besoin de renouveler le certificat.,2025-06-20 11:22:18
JIRA-0202,Impossible de recevoir mes emails professionnels sur mon iPhone. La synchronisation ne fonctionne plus depuis ce matin.,2025-06-20 11:22:18
JIRA-0306,Mon mot de passe Active Directory a expiré et je n'arrive pas à le réinitialiser via le portail self-service.,2025-06-20 11:22:18
JIRA-0275,Besoin d'obtenir les droits administrateur sur l'application de tarification pour valider les devis.,2025-06-23 11:22:18
JIRA-0176,Ma webcam n'est pas détectée par Teams. Impossible de participer aux réunions vidéo.,2025-06-24 11:22:18
JIRA-0232,Ma webcam n'est pas détectée par Teams. Impossible de participer aux réunions vidéo.,2025-06-24 11:22:18
JIRA-0017,L'application mobile de gestion des sinistres se ferme automatiquement au démarrage.,2025-06-25 11:22:18
JIRA-0189,Mon PC met plus de 10 minutes à démarrer complètement. Performances dégradées.,2025-06-25 11:22:18
JIRA-0102,Collaborateur parti. Besoin de désactiver son compte et transférer ses données.,2025-06-26 11:22:18
JIRA-0318,Collaborateur parti. Besoin de désactiver son compte et transférer ses données.,2025-06-26 11:22:18
JIRA-0372,Besoin d'obtenir les droits administrateur sur l'application de tarification pour valider les devis.,2025-06-26 11:22:18
JIRA-0431,Message 'Vous n'avez pas les autorisations nécessaires' lors de l'accès au dossier \\COMPTA\Factures.,2025-06-26 11:22:18
JIRA-0259,Mon PC met plus de 10 minutes à démarrer complètement. Performances dégradées.,2025-06-27 11:22:18
JIRA-0443,Impossible de recevoir mes emails professionnels sur mon iPhone. La synchronisation ne fonctionne plus depuis ce matin.,2025-06-27 11:22:18
JIRA-0013,Message d'erreur 'Accès refusé' lors de la tentative de connexion à SINISTRA. Besoin d'un accès urgent.,2025-06-28 11:22:18
JIRA-0132,Message d'erreur 'Accès refusé' lors de la tentative de connexion à SINISTRA. Besoin d'un accès urgent.,2025-06-28 11:22:18
JIRA-0158,Le scanner du service courrier ne numérise plus les documents. Voyant rouge allumé.,2025-06-28 11:22:18
JIRA-0303,Impossible de sauvegarder mes documents sur le serveur. Message 'Espace disque insuffisant'.,2025-06-28 11:22:18
JIRA-0358,L'option recto-verso n'apparaît plus dans les paramètres d'impression.,2025-06-28 11:22:18
JIRA-0381,Besoin d'une licence Microsoft Office pour le nouveau stagiaire du service comptabilité.,2025-06-28 11:22:18
JIRA-0395,Excel se ferme automatiquement toutes les heures avec un message d'erreur. Perte de données non sauvegardées.,2025-06-28 11:22:18
JIRA-0208,Mon poste téléphonique ne fonctionne plus. Pas de tonalité et impossible de passer/recevoir des appels.,2025-06-29 11:22:18
JIRA-0287,Impossible de partager mon écran lors des réunions. Option grisée dans Teams.,2025-06-29 11:22:18
JIRA-0468,Impossible de partager mon écran lors des réunions. Option grisée dans Teams.,2025-06-29 11:22:18
JIRA-0197,Le scanner du service courrier ne numérise plus les documents. Voyant rouge allumé.,2025-06-30 11:22:18
JIRA-0375,Besoin d'obtenir les droits administrateur sur l'application de tarification pour valider les devis.,2025-06-30 11:22:18
JIRA-0201,Mon PC met plus de 10 minutes à démarrer complètement. Performances dégradées.,2025-07-01 11:22:18
JIRA-0355,Adobe Reader affiche 'Le fichier est endommagé' pour tous les PDFs reçus aujourd'hui.,2025-07-01 11:22:18
JIRA-0156,Le lecteur Z: (serveur FILESERVER01) n'est plus accessible. Message 'Chemin réseau introuvable'.,2025-07-02 11:22:18
JIRA-0141,Impossible de recevoir mes emails professionnels sur mon iPhone. La synchronisation ne fonctionne plus depuis ce matin.,2025-07-03 11:22:18
JIRA-0248,La souris Bluetooth se déconnecte régulièrement. Nécessite un redémarrage du PC.,2025-07-03 11:22:18
JIRA-0269,Impossible de partager mon écran lors des réunions. Option grisée dans Teams.,2025-07-03 11:22:18
JIRA-0402,Mon mot de passe Active Directory a expiré et je n'arrive pas à le réinitialiser via le portail self-service.,2025-07-03 11:22:18
JIRA-0002,L'application de souscription est extrêmement lente depuis 2 jours. Les temps de chargement dépassent 30 secondes.,2025-07-04 11:22:18
JIRA-0066,Impossible de partager mon écran lors des réunions. Option grisée dans Teams.,2025-07-04 11:22:18
JIRA-0126,Les participants n'entendent pas ma voix lors des appels Teams. Le micro semble ne pas fonctionner.,2025-07-04 11:22:18
JIRA-0388,Changement de bureau. Besoin de transférer mon numéro de poste vers le bureau 3.12.,2025-07-04 11:22:18
JIRA-0464,Impossible de sauvegarder mes documents sur le serveur. Message 'Espace disque insuffisant'.,2025-07-04 11:22:18
JIRA-0182,Le lecteur Z: (serveur FILESERVER01) n'est plus accessible. Message 'Chemin réseau introuvable'.,2025-07-05 11:22:18
JIRA-0221,Ma webcam n'est pas détectée par Teams. Impossible de participer aux réunions vidéo.,2025-07-05 11:22:18
JIRA-0380,Le scanner du service courrier ne numérise plus les documents. Voyant rouge allumé.,2025-07-05 11:22:18
JIRA-0399,L'application CRM se fige régulièrement et nécessite un redémarrage forcé.,2025-07-05 11:22:18
JIRA-0107,Suspicion de compromission du compte email. Demande de réinitialisation immédiate.,2025-07-07 11:22:18
JIRA-0174,"Plusieurs touches du clavier (E, R, T) ne fonctionnent plus correctement. Besoin d'un remplacement.",2025-07-07 11:22:18
JIRA-0200,Le disque dur USB de sauvegarde n'est plus détecté par Windows.,2025-07-07 11:22:18
JIRA-0494,L'application de souscription est extrêmement lente depuis 2 jours. Les temps de chargement dépassent 30 secondes.,2025-07-07 11:22:18
JIRA-0098,Nouveau collaborateur arrivé ce matin. Besoin de créer son compte AD et ses accès aux applications métier.,2025-07-08 11:22:18
JIRA-0446,Ma signature électronique a expiré. Besoin de renouveler le certificat.,2025-07-08 11:22:18
JIRA-0469,Message d'erreur 'DLL manquante' au lancement de l'outil de calcul des primes.,2025-07-08 11:22:18
JIRA-0076,L'imprimante Canon du service sinistres affiche un message d'erreur et ne répond plus.,2025-07-09 11:22:18
JIRA-0204,Impossible d'envoyer des emails avec des pièces jointes supérieures à 5 Mo. Message d'erreur systématique.,2025-07-10 11:22:18
